,Unnamed: 0,设备编号,资产编号,设备名称,设备型号,设备规格,制造厂,出厂年月,使用部门,安装地点,立卡年月,启用年月,ABC分类,财务分类,原值(元),完好状态,当前管理状态,状态变动日期,使用年限(年),供货商,出厂编号,单价(元),设备属性,生产用途,责任人,备注
1435,,5806608,,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2013-09,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,湖北全新焊割器材经销部,H099005325,0.0,设备,生产,,
1436,,5806607,,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2013-09,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,湖北全新焊割器材经销部,H099005334,0.0,设备,生产,,
1437,,5806606,,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2013-09,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,湖北全新焊割器材经销部,H099005330,0.0,设备,生产,,
1438,,5806605,,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2013-09,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,湖北全新焊割器材经销部,H099005316,0.0,设备,生产,,
1439,,5806604,,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2013-09,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,湖北全新焊割器材经销部,H099005352,0.0,设备,生产,,
1440,,5806603,,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2013-09,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,湖北全新焊割器材经销部,H099005353,0.0,设备,生产,,
1441,,5806602,,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2013-09,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,湖北全新焊割器材经销部,H099005324,0.0,设备,生产,,
1442,,5804199,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307830C,6400.0,设备,生产,,
1443,,5804198,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307890C,6400.0,设备,生产,,
1444,,5804197,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307580C,6400.0,设备,生产,,
1445,,5804196,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307860C,6400.0,设备,生产,,
1446,,5804195,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307890C,6400.0,设备,生产,,
1447,,5804194,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307850C,6400.0,设备,生产,,
1448,,5804193,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307780C,6400.0,设备,生产,,
1449,,5804192,,手工直流弧焊机,ZX7-400,17KVA,北京时代科技股份有限公司,2013-08,赤壁子公司,结构分厂,2013-11,2013-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,湖北全新,1307520C,6400.0,设备,生产,,
1488,,5829020,,半自动火焰切割机,CG1-30型（改进）,,上海华威切割机械厂, ,赤壁子公司,结构分厂,2013-11,2013-09,C,自动化、半自动化控制设备,0.0,完好,在用, ,5,湖北全新,,0.0,设备,生产,,
1489,,5601515,,台式电脑,扬天T4900d,I5/4G/4G/1T/20寸,联想,2013-06,赤壁子公司,技术质量处,2013-09,2013-09,C,电子计算机,0.0,完好,在用, ,5,,SS25696876,0.0,设备,非生产,,
1490,,5601507,,台式电脑,扬天T4900d,I5/4G/4G/1T/20寸,联想,2013-06,赤壁子公司,,2013-09,2013-09,C,电子计算机,0.0,完好,在用, ,5,,SS25728041,0.0,设备,非生产,,
1491,,5601502,,台式电脑,扬天T4900d,I5/4G/4G/1T/20寸,联想,2013-06,赤壁子公司,技术质量处,2013-09,2013-09,C,电子计算机,0.0,完好,在用, ,5,,SS25728034,0.0,设备,非生产,,
1532,,5805064,,自动埋弧焊机,MZ-1000,,北京时代科技股份有限公司,2013-04,赤壁子公司,结构分厂,2013-11,2013-08,B,自动化、半自动化控制设备,35500.0,完好,在用, ,12,,H102001066/1311280,35500.0,设备,生产,,
1533,,5805063,,自动埋弧焊机,MZ-1000,,北京时代科技股份有限公司,2013-04,赤壁子公司,结构分厂,2013-11,2013-08,B,自动化、半自动化控制设备,35500.0,完好,在用, ,12,,H102000750/1302320,35500.0,设备,生产,,
1565,,2601018,,叉车,CPCD30-XC5K,3T,安徽合力股份有限公司,2013-07,赤壁子公司,,2013-09,2013-07,B,运输设备,86000.0,完好,在用, ,12,,010301C1913,86000.0,设备,生产,,
1566,,9807001,,涂装生产线,非标,12m×4m×3.6,江苏景中景工业涂装设备有限公司, ,赤壁子公司,涂装分厂,2013-12,2013-07,B,其他专用设备,5465600.0,完好,封存,2017-06-12,14,,,5465600.0,设备,生产,,（打磨室1间、喷漆室4间、烘干室4间、刮腻子工位1间）
1577,,5805062,,自动焊接小车,AWT-1C1,,宜春市华星焊接机械有限公司,2013-05,赤壁子公司,,2013-09,2013-06,B,自动化、半自动化控制设备,15550.0,完好,在用, ,12,,1305613,15550.0,设备,生产,,
1578,,5805061,,自动焊接小车,AWT-1C1,,宜春市华星焊接机械有限公司,2013-05,赤壁子公司,,2013-09,2013-06,B,自动化、半自动化控制设备,15550.0,完好,在用, ,12,,1305612,15550.0,设备,生产,,
1579,,5805060,,自动焊接小车,AWT-1C1,,宜春市华星焊接机械有限公司,2013-05,赤壁子公司,,2013-09,2013-06,B,自动化、半自动化控制设备,15550.0,完好,在用, ,12,,1305611,15550.0,设备,生产,,
1580,,5805059,,自动焊接小车,AWT-1C1,,宜春市华星焊接机械有限公司,2013-05,赤壁子公司,,2013-09,2013-06,B,自动化、半自动化控制设备,15550.0,完好,在用, ,12,,1305610,15550.0,设备,生产,,
1581,,0504038,帐外,摇臂钻床,Z3063×20/1,Φ63×2000,沈阳中捷, ,赤壁子公司,产业园02车间,2013-12,2013-06,C,机械设备,174000.0,不完好,在用, ,14,,,174000.0,设备,生产,,
1582,,0203016,,立式升降台铣床,B1-400K,400X1600,北京第一机床股份有限公司,2013-05,赤壁子公司,产业园03北跨,2013-09,2013-06,B,机械设备,167500.0,完好,在用, ,14,,2013520,167500.0,设备,生产,,
1583,,0203015,,立式升降台铣床,B1-400K,400X1600,北京第一机床股份有限公司,2013-05,赤壁子公司,产业园03北跨,2013-09,2013-06,B,机械设备,167500.0,完好,在用, ,14,,2013539,167500.0,设备,生产,,
1585,,5509053,,喷漆机,CPA6528K,65：1、28L/min,上海特兰森涂装机械有限公司,2013-05,赤壁子公司,涂装分厂,2013-11,2013-06,B,其他专用设备,0.0,完好,在用, ,5,,130518-9,0.0,设备,生产,,
1586,,5509052,,喷漆机,CPA6528K,65：1、28L/min,上海特兰森涂装机械有限公司,2013-05,赤壁子公司,涂装分厂,2013-11,2013-06,B,其他专用设备,0.0,完好,在用, ,5,,130518-7,0.0,设备,生产,,
1587,,5201035,,低压柜,GCS,380V,湖北华亿电气有限公司,2012-11,赤壁子公司,涂装分厂,2013-12,2013-06,C,变电配电设备,61600.0,完好,在用, ,18,,12104365,61600.0,设备,生产,,技改2012-21
1588,,5201034,,低压柜,GCS,380V,湖北华亿电气有限公司,2012-11,赤壁子公司,涂装分厂,2013-12,2013-06,C,变电配电设备,61600.0,完好,在用, ,18,,12104364,61600.0,设备,生产,,技改2012-21
1589,,5201033,,低压柜,GCS,380V,湖北华亿电气有限公司,2012-11,赤壁子公司,涂装分厂,2013-12,2013-06,C,变电配电设备,61600.0,完好,在用, ,18,,12104363,61600.0,设备,生产,,技改2012-21
1590,,5201032,,低压柜,GCS,380V,湖北华亿电气有限公司,2012-11,赤壁子公司,涂装分厂,2013-12,2013-06,C,变电配电设备,61600.0,完好,在用, ,18,,12104362,61600.0,设备,生产,,技改2012-21
1591,,5201031,,低压柜,GCS,380V,湖北华亿电气有限公司,2012-11,赤壁子公司,涂装分厂,2013-12,2013-06,C,变电配电设备,61600.0,完好,在用, ,18,,12104361,61600.0,设备,生产,,技改2012-21
1592,,5201030,,低压柜(补偿）,CG-TSC-W-0.38-360,360Kvar,国船电气（武汉）有限公司,2012-11,赤壁子公司,涂装分厂,2013-12,2013-06,C,变电配电设备,75880.0,完好,在用, ,18,,GC2012068,75880.0,设备,生产,,
1593,,5201029,,低压柜(补偿）,CG-TSC-W-0.38-360,360Kvar,国船电气（武汉）有限公司,2012-11,赤壁子公司,涂装分厂,2013-12,2013-06,C,变电配电设备,75880.0,完好,在用, ,18,,GC2012067,75880.0,设备,生产,,
1605,,7999052,,油液污染度检测仪,KLD-B,,北京一航峰科伟,2013-05,赤壁子公司,质安处,2013-11,2013-05,B,通用测试仪器设备,173000.0,完好,在用, ,12,,13SPL10X101,173000.0,设备,生产,,
1608,,8699010,帐外,激光经纬仪03,,,, ,赤壁子公司,,2009-10,2013-05,C,电子仪表电讯工业专用设备,0.0,完好,在用, ,5,,,12000.0,设备,生产,,
1609,,5804500,帐外,可控硅整流弧焊机,ZX5-400,24KVCA,山东华大奥太, ,赤壁子公司,,2009-10,2013-05,B,自动化、半自动化控制设备,0.0,完好,在用, ,12,,,0.0,设备,生产,,
1610,,5509051,,电弧喷涂设备,QD9-400,,上海戎实喷涂机械有限公司,2013-03,赤壁子公司,,2013-11,2013-05,B,其他专用设备,0.0,完好,在用, ,5,,130504,0.0,设备,生产,,
1611,,5509050,,电弧喷涂设备,QD9-400,,上海戎实喷涂机械有限公司,2013-03,赤壁子公司,,2013-11,2013-05,B,其他专用设备,0.0,完好,在用, ,5,,130503,0.0,设备,生产,,
1612,,4603010,,螺杆式空压机,SCR150Ⅱ-8,19.5m3/min、0.8mpa,上海斯洛压缩机有限公司,2013-05,赤壁子公司,涂装分厂,2013-11,2013-05,B,动力设备,198000.0,完好,封存,2021-09-23,14,,03242120122434,198000.0,设备,生产,,带冷干机180AC
1613,,2607006,,平板车,20t,2.5m×6,自制, ,赤壁子公司,涂装烘干房,2009-05,2013-05,C,运输设备,0.0,完好,封存,2021-09-23,12,,,0.0,设备,生产,,
1625,,9399009,,气动打标机,PEQD030,,武汉嘉信激光有限公司,2013-03,赤壁子公司,,2013-06,2013-04,C,其他专用设备,26000.0,完好,在用, ,5,湖北全新焊割器材经销部,50212T0058,26000.0,设备,生产,,
1626,,2101047,,桥式起重机,QD32/5-22.5,32/5T×22.5m,湖北三六重工有限公司,2013-02,赤壁子公司,108,2013-06,2013-04,B,运输设备,504000.0,完好,封存,2020-08-27,12,,2088,504000.0,设备,生产,,
1627,,2101046,,桥式起重机,QD32/5-22.5,32/5T×22.5m,湖北三六重工有限公司,2013-02,赤壁子公司,108,2013-06,2013-04,B,运输设备,504000.0,完好,封存,2020-08-27,12,,2089,504000.0,设备,生产,,
1628,,2101045,帐外,桥式起重机,QD10-16.5,10T×16.5m,湖北三六重工有限公司,2013-01,赤壁子公司,103,2013-06,2013-04,B,运输设备,0.0,完好,在用, ,12,,2087,0.0,设备,生产,,
1630,,7410005,067,液压单回路测量检测试验台,,45MPa、100L/min，25MPa、30L/min,江苏福事特液压技术有限公司,2013-02,赤壁子公司,产业园004车间,2014-11,2013-03,B,通用测试仪器设备,886000.0,完好,在用, ,12,,RQH1310-10MJ1-20QC,886000.0,设备,生产,,
1631,,5830013,,等离子切割机,YPS-100,,松下,2012-12,赤壁子公司,下料分厂,2013-06,2013-03,C,自动化、半自动化控制设备,26000.0,完好,在用, ,5,湖北全新焊割器材经销部,50212T0058,26000.0,设备,生产,,
1632,,5830012,,等离子切割机,YPS-100,,松下,2012-12,赤壁子公司,下料分厂,2013-06,2013-03,C,自动化、半自动化控制设备,26000.0,完好,在用, ,5,湖北全新焊割器材经销部,50212T0061,26000.0,设备,生产,,
1633,,5830011,,等离子切割机,YPS-100,,松下,2012-12,赤壁子公司,下料分厂,2013-06,2013-03,C,自动化、半自动化控制设备,26000.0,完好,在用, ,5,湖北全新焊割器材经销部,5041200012,26000.0,设备,生产,,
1639,,5201025,,低压柜(出线）,GCS,380V,武汉武控电气成套设备有限公司,2012-10,赤壁子公司,舟桥分厂配电站,2013-02,2013-01,C,变电配电设备,47588.22,完好,在用, ,18,武汉武控电气成套设备有限公司,12101807,47588.22,设备,生产,,技改2012-21
1640,,5201024,,低压柜(出线）,GCS,380V,武汉武控电气成套设备有限公司,2012-10,赤壁子公司,舟桥分厂配电站,2013-02,2013-01,C,变电配电设备,47588.22,完好,在用, ,18,武汉武控电气成套设备有限公司,12101806,47588.22,设备,生产,,技改2012-21
1641,,5201023,,低压柜(出线）,GCS,380V,武汉武控电气成套设备有限公司,2012-10,赤壁子公司,舟桥分厂配电站,2013-02,2013-01,C,变电配电设备,47588.22,完好,在用, ,18,武汉武控电气成套设备有限公司,12101805,47588.22,设备,生产,,技改2012-21
1642,,5201022,,低压柜(出线）,GCS,380V,武汉武控电气成套设备有限公司,2012-10,赤壁子公司,舟桥分厂配电站,2013-02,2013-01,C,变电配电设备,48711.82,完好,在用, ,18,武汉武控电气成套设备有限公司,12101804,48711.82,设备,生产,,技改2012-21
1643,,5201021,,低压柜(补偿）,GCS,380V,武汉武控电气成套设备有限公司,2012-10,赤壁子公司,舟桥分厂配电站,2013-02,2013-01,C,变电配电设备,61323.18,完好,在用, ,18,武汉武控电气成套设备有限公司,12101803,61323.18,设备,生产,,技改2012-21
1644,,5201020,,低压柜(补偿）,GCS,380V,武汉武控电气成套设备有限公司,2012-10,赤壁子公司,舟桥分厂配电站,2013-02,2013-01,C,变电配电设备,60184.96,完好,在用, ,18,武汉武控电气成套设备有限公司,12101802,60184.96,设备,生产,,技改2012-21
1645,,5201019,,低压配电柜,GCS,380V,武汉武控电气成套设备有限公司,2012-10,赤壁子公司,舟桥分厂配电站,2013-02,2013-01,C,变电配电设备,106202.01,完好,在用, ,18,武汉武控电气成套设备有限公司,12101801,106202.01,设备,生产,,技改2012-21
1646,,5101020,,变压器,S9-M-2000/10,2000KVA,北京北二变压器公司, ,赤壁子公司,103配电站,2013-02,2013-01,C,变电配电设备,176000.0,完好,在用, ,18,武汉武控电气成套设备有限公司,S2012S1048,176000.0,设备,生产,,技改2012-21
1647,,2102046,,电动单梁起重机,LD-A  5T-13.5m  A3,5T×13.5m,湖北三六重工,2013-01,赤壁子公司,,2013-11,2013-01,B,运输设备,80000.0,完好,封存,2021-09-23,12,,,80000.0,设备,生产,,
1658,,5829018,,数控火焰切割机,GC-1530,1.5m×3m,济宁高创,2012-12,赤壁子公司,,2013-01,2012-12,C,自动化、半自动化控制设备,20940.17,完好,在用, ,5,湖北全新,,0.0,设备,生产,,
1659,,5829017,,数控火焰切割机,GC-1530,1.5m×3m,济宁高创,2012-12,赤壁子公司,,2013-01,2012-12,C,自动化、半自动化控制设备,20940.17,完好,在用, ,5,湖北全新,,0.0,设备,生产,,
1660,,5829016,,数控火焰切割机,GC-1530,1.5m×3m,济宁高创,2012-12,赤壁子公司,,2013-01,2012-12,C,自动化、半自动化控制设备,20940.17,完好,在用, ,5,湖北全新,,0.0,设备,生产,,
1661,,5829015,,数控火焰切割机,GC-1530,1.5m×3m,济宁高创,2012-12,赤壁子公司,,2013-01,2012-12,C,自动化、半自动化控制设备,20940.17,完好,在用, ,5,湖北全新,,0.0,设备,生产,,
1668,,5806540,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司, ,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,,8000.0,设备,生产,,
1669,,5806533,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司, ,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,,8000.0,设备,生产,,
1670,,0905008,,电火花线切割机,DK7740,500×400,江苏方正数控机床有限公司,2012-10,赤壁子公司,产业园003北跨,2013-06,2012-11,B,自动化、半自动化控制设备,115000.0,完好,在用, ,12,,6232,115000.0,设备,生产,,
1671,,0905007,,电火花线切割机,DK7740,500×400,江苏方正数控机床有限公司,2012-10,赤壁子公司,产业园003北跨,2013-06,2012-11,B,自动化、半自动化控制设备,115000.0,完好,在用, ,12,,6231,115000.0,设备,生产,,
1672,,5806554,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115051,8000.0,设备,生产,,
1673,,5806553,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115050,8000.0,设备,生产,,
1674,,5806552,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115026,8000.0,设备,生产,,
1675,,5806551,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115088,8000.0,设备,生产,,
1676,,5806550,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115076,8000.0,设备,生产,,
1677,,5806549,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115096,8000.0,设备,生产,,
1678,,5806548,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115073,8000.0,设备,生产,,
1679,,5806547,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115056,8000.0,设备,生产,,
1680,,5806546,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115082,8000.0,设备,生产,,
1681,,5806545,,CO2气体保护焊机,NBC-350,,山东奥太电气有限公司,2012-05,赤壁子公司,,2013-01,2012-11,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,随州市威利机电设备有限公司,12062115091,8000.0,设备,生产,,
1720,,5804180,,逆变直流弧焊机,ZX7-400,,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-07,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1721,,5804179,,逆变直流弧焊机,ZX7-400,,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-07,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1722,,1617001,,H型钢矫正机,YJZ80B,16-80mm,无锡州翔重工科技有限公司,2012-10,赤壁子公司,结构分厂,2013-07,2012-10,B,机械设备,30000.0,完好,封存,2020-08-27,14,,1201003,30000.0,设备,生产,,"翼板宽度：20-1000
腹板高度：≥350
最大矫正速度：7.8m/min
工件材质：Q345"
1724,,5804188,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1725,,5804187,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1726,,5804186,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1727,,5804185,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1728,,5804184,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1729,,5804183,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1730,,5804182,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1731,,5804181,,逆变直流弧焊机,ZX7-400,14.4KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,,2013-12,2012-10,B,自动化、半自动化控制设备,6400.0,完好,在用, ,12,,,6400.0,设备,生产,,
1738,,2601017,,叉车,CPCD50,,安徽合力股份有限公司,2012-08,赤壁子公司,产业园002,2013-10,2012-09,B,运输设备,178000.0,完好,在用, ,12,,010500S0965,178000.0,设备,生产,,
1739,,0514001,帐外,数控平面钻床,PD30B,3000mm×1600mm,山东发因数控机械股份有限公司,2012-08,赤壁子公司,机械分厂,2013-07,2012-09,B,机械设备,550000.0,完好,在用, ,14,,12230,550000.0,设备,生产,,技改2012-31
1740,,2109003,,汽车起重机,"ZLJ5409JQZ50D,",50t,长沙中联重工科技公司,2012-08,赤壁子公司,,2013-08,2012-09,A,运输设备,1314529.88,完好,在用, ,12,,XU14611409C1876,1538000.0,设备,生产,,合同号：SB120730-01
1743,,5606024,,笔记本电脑,V480,,联想,2012-08,赤壁子公司,,2013-08,2012-08,C,电子计算机,5800.0,完好,在用, ,5,春天,WB02090619,5800.0,设备,非生产,,
1744,,5601452,,图形工作站,,E52609*2、16G/2TB/24寸,美国DELL,2012-08,赤壁子公司,技术质量处,2012-08,2012-08,C,电子计算机,35500.0,完好,在用, ,5,春天,BZDFF3X,35500.0,设备,非生产,,
1745,,5601450,,图形工作站,,E52609*2、16G/2TB/24寸,美国DELL,2012-08,赤壁子公司,,2012-08,2012-08,C,电子计算机,35500.0,完好,在用, ,5,春天,7ZDFF3X,35500.0,设备,非生产,,
1748,,9399010,帐外,气动打标机,PEQD030,,武汉嘉信激光有限公司, ,赤壁子公司,涂装分厂,2013-06,2012-08,C,其他专用设备,12000.0,完好,在用, ,5,,,12000.0,设备,生产,,
1749,,8699016,,经纬仪,SJDJ,,赛特仪器,2012-06,赤壁子公司,,2013-01,2012-08,C,电子仪表电讯工业专用设备,5854.7,完好,在用, ,5,,20120611,6850.0,设备,生产,,
1750,,2401002,,移动升降平台,SYS0.3-16,,聚鑫机械,2012-04,赤壁子公司,,2013-01,2012-08,C,运输设备,47863.25,完好,封存,2021-09-23,12,湖北全新焊割器材经销部,,56000.0,设备,生产,,
1761,,9416001,,覆膜机,F350-V8,,,2011-12,赤壁子公司,,2013-07,2012-06,C,其他专用设备,3600.0,完好,在用, ,5,,623241422,3600.0,设备,生产,,
1762,,7199049,,布氏硬度计,THBS-3000,,北京时代之峰科技公司,2011-03,赤壁子公司,,2013-07,2012-06,C,通用测试仪器设备,35200.0,完好,在用, ,12,湖北全新焊割器材经销部,11056,35200.0,设备,生产,,
1763,,5806594,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1764,,5806593.,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1765,,5806592,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1766,,5806591,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1767,,5806590,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1768,,5806589,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1769,,5806588,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1770,,5806587,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1771,,5806586,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1772,,5806585,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1773,,5805058,,埋弧焊机,MZ-1250,,北京时代科技股份有限公司,2012-05,赤壁子公司,钢结构分厂,2013-12,2012-06,B,自动化、半自动化控制设备,35500.0,完好,在用, ,12,,,35500.0,设备,生产,,
1774,,5805057,,埋弧焊机,MZ-1250,,北京时代科技股份有限公司,2012-05,赤壁子公司,钢结构分厂,2013-12,2012-06,B,自动化、半自动化控制设备,35500.0,完好,在用, ,12,,,35500.0,设备,生产,,
1775,,4602034,,移动式空压机,3W-1.2/7-C,1.2m3/min×0.7MPa,武汉三叶空压机有限公司,2012-06,赤壁子公司,,2013-08,2012-06,B,动力设备,4800.0,完好,在用, ,14,湖北全新,,4800.0,设备,生产,,
